Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
2566,50,RL,110.0,7810,Pave,IR1,HLS,3,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,0.0,2,Gd,BrkTil,3,4,No,6,189.0,1,0.0,741.0,930.0,GasA,4,Y,SBrkr,1230,525,0,1755,0.0,0.0,2,0,4,1,3,7,7,1,Detchd,1930.0,1,1.0,231.0,2,3,2,0,40,0,0,0,0,0,Nov,2007,WD,Normal
2567,190,RL,79.0,6221,Pave,IR1,Lvl,3,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,CBlock,3,2,No,2,533.0,1,0.0,195.0,728.0,GasA,4,Y,SBrkr,760,595,0,1355,0.0,0.0,2,0,3,1,2,5,7,0,Detchd,1966.0,1,2.0,528.0,3,3,2,0,0,0,0,144,0,0,Oct,2007,WD,Normal
2568,20,RL,56.7752808988764,25485,Pave,IR1,Lvl,3,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,CompShg,Wd Sdng,MetalSd,423.0,2,Fa,CBlock,3,4,Mn,2,540.0,3,1020.0,0.0,1560.0,GasA,2,Y,SBrkr,1560,0,0,1560,0.0,0.0,1,1,3,1,2,6,7,3,Attchd,1960.0,2,2.0,580.0,3,3,2,0,75,584,0,0,0,0,May,2007,WD,Normal
2569,20,RL,56.7752808988764,21579,Pave,IR1,Lvl,3,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,0.0,2,TA,PConc,4,3,No,4,813.0,1,0.0,675.0,1488.0,GasA,4,Y,SBrkr,1488,0,0,1488,0.0,1.0,2,0,3,1,2,7,7,2,Attchd,1968.0,2,2.0,552.0,3,3,2,0,0,216,0,0,0,0,Sep,2007,CWD,Normal
2570,160,RM,24.0,1782,Pave,Reg,Lvl,3,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,0.0,2,Gd,CBlock,4,3,No,6,330.0,1,0.0,186.0,516.0,GasA,3,Y,SBrkr,529,516,0,1045,0.0,0.0,1,0,2,1,2,5,7,1,Detchd,1980.0,1,2.0,462.0,3,3,2,180,0,0,0,0,0,0,Dec,2007,WD,Normal
2571,20,RL,67.20569280343716,17871,Pave,IR2,Lvl,3,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,4,3,No,1,0.0,1,0.0,1680.0,1680.0,GasA,3,Y,SBrkr,1680,0,0,1680,0.0,0.0,2,0,4,1,3,7,7,0,Attchd,1996.0,1,2.0,628.0,3,3,2,152,0,0,0,0,0,0,Jun,2007,WD,Normal
2572,120,RM,35.0,3907,Pave,IR1,Bnk,3,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,0.0,2,TA,CBlock,4,3,Gd,6,577.0,1,0.0,427.0,1004.0,GasA,3,Y,SBrkr,1020,0,0,1020,1.0,0.0,1,0,1,1,2,4,7,0,Attchd,1988.0,1,2.0,509.0,3,3,2,135,0,0,0,0,0,0,Mar,2007,WD,Normal
2573,20,RL,82.69041769041769,20693,Pave,IR1,Bnk,3,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,CompShg,Plywood,Plywood,652.0,2,TA,CBlock,4,3,No,3,434.0,1,0.0,1262.0,1696.0,GasA,4,Y,SBrkr,1696,0,0,1696,0.0,0.0,2,0,3,1,2,7,7,2,Attchd,1971.0,3,2.0,625.0,3,3,2,0,146,0,0,0,0,0,Feb,2007,WD,Normal
2574,20,RL,70.0,18044,Pave,IR1,HLS,3,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,0.0,3,TA,CBlock,4,3,No,1,0.0,1,0.0,279.0,279.0,GasA,3,Y,SBrkr,2726,0,0,2726,0.0,0.0,2,1,2,1,3,6,7,1,Attchd,1986.0,3,2.0,691.0,4,4,2,216,64,169,0,0,228,0,Aug,2007,WD,Normal
2575,50,RM,50.0,7000,Pave,Reg,Lvl,3,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,TA,BrkTil,3,3,No,5,375.0,1,0.0,345.0,720.0,GasA,3,Y,FuseA,720,495,0,1215,0.0,0.0,1,0,3,1,3,6,7,0,Detchd,1965.0,3,2.0,720.0,3,3,2,0,0,30,0,0,0,0,May,2007,WD,Normal
2576,50,RM,50.0,7288,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,0.0,3,Gd,BrkTil,3,1,No,1,0.0,1,0.0,936.0,936.0,GasA,4,Y,SBrkr,936,665,0,1601,0.0,0.0,2,0,3,1,2,6,7,0,Attchd,2005.0,1,0.0,0.0,3,3,0,0,0,0,176,0,0,0,Sep,2007,WD,Normal
2577,70,RM,50.0,9060,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1923,1999,Gable,CompShg,Wd Sdng,Plywood,0.0,2,TA,BrkTil,4,3,No,5,548.0,1,0.0,311.0,859.0,GasA,4,Y,SBrkr,942,886,0,1828,0.0,0.0,2,0,3,1,3,6,7,0,Detchd,2005.0,1,2.0,0.0,3,3,2,174,0,212,0,0,0,0,Mar,2007,WD,Alloca
2578,30,RM,46.0,3672,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,0.0,2,TA,BrkTil,3,3,No,1,0.0,1,0.0,816.0,816.0,GasA,4,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,2,5,7,0,Detchd,1922.0,1,1.0,100.0,2,2,0,0,0,96,0,0,0,0,Sep,2007,WD,Normal
2579,50,RM,64.0,11067,Pave,Reg,Lvl,3,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,CompShg,MetalSd,MetalSd,0.0,2,TA,BrkTil,-1,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,GasA,4,Y,SBrkr,640,0,205,845,0.0,0.0,1,0,1,1,2,4,2,0,Detchd,1950.0,1,1.0,256.0,3,2,0,48,0,0,0,0,0,0,Mar,2007,WD,Normal
2580,190,C (all),75.0,8250,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,0.0,2,Gd,CBlock,3,3,No,1,0.0,1,0.0,957.0,957.0,GasA,1,N,SBrkr,1034,957,0,1991,0.0,0.0,2,0,4,2,2,9,7,0,Attchd,2005.0,1,0.0,0.0,3,3,0,0,0,133,0,0,0,0,Jun,2007,WD,Normal
2581,20,C (all),65.0,6565,Pave,Reg,Lvl,3,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,MetalSd,0.0,2,TA,CBlock,3,3,No,6,967.0,1,0.0,106.0,1073.0,GasA,3,Y,FuseA,1073,0,0,1073,1.0,0.0,1,0,3,1,2,6,7,0,Detchd,1985.0,1,2.0,720.0,3,3,2,0,444,0,0,0,0,0,Aug,2007,WD,Abnorml
2582,30,C (all),60.0,6060,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,9,1930,2007,Hip,CompShg,MetalSd,MetalSd,0.0,3,TA,BrkTil,3,3,No,5,737.0,1,0.0,100.0,837.0,GasA,4,Y,SBrkr,1001,0,0,1001,0.0,0.0,1,0,2,1,3,5,7,0,Detchd,1930.0,1,1.0,216.0,3,1,0,154,0,42,86,0,0,0,Nov,2007,WD,Normal
2583,120,RM,59.0,5568,Pave,IR1,HLS,3,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,473.0,3,TA,PConc,4,3,Gd,6,1573.0,1,0.0,0.0,1573.0,GasA,3,Y,SBrkr,1625,0,0,1625,1.0,1.0,2,0,2,1,3,5,7,1,Attchd,2006.0,3,2.0,495.0,3,3,2,123,0,0,0,153,0,0,Oct,2007,New,Partial
2584,85,RL,56.7752808988764,12150,Pave,IR1,Bnk,3,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,0.0,2,TA,CBlock,4,3,Av,6,1001.0,1,0.0,0.0,1001.0,GasA,2,Y,SBrkr,1299,0,0,1299,1.0,0.0,2,0,2,1,3,5,7,1,BuiltIn,1979.0,2,2.0,486.0,3,3,2,84,0,222,0,0,0,0,Jan,2007,WD,Normal
2585,20,RL,80.0,10000,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,166.0,3,TA,PConc,4,3,No,6,585.0,1,0.0,856.0,1441.0,GasA,4,Y,SBrkr,1392,0,0,1392,0.0,0.0,2,0,3,1,3,6,7,1,Attchd,2002.0,3,3.0,650.0,3,3,2,168,49,0,0,0,0,0,Dec,2007,WD,Normal
2586,20,RL,44.0,12864,Pave,IR1,Lvl,3,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,No,6,1392.0,1,0.0,17.0,1409.0,GasA,4,Y,SBrkr,1409,0,0,1409,1.0,0.0,1,1,1,1,3,4,7,1,Attchd,2002.0,2,2.0,576.0,3,3,2,0,144,0,0,145,0,0,Jul,2007,WD,Normal
2587,20,RL,56.7752808988764,9928,Pave,IR1,Lvl,3,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,0.0,2,TA,PConc,4,3,No,6,1239.0,1,0.0,215.0,1454.0,GasA,2,Y,SBrkr,1478,0,0,1478,1.0,0.0,2,0,3,1,2,6,7,1,Attchd,1991.0,1,2.0,506.0,3,3,2,114,22,0,0,0,0,0,May,2007,WD,Normal
2588,80,RL,67.20569280343716,8750,Pave,IR1,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,6,1975,1975,Gable,CompShg,Plywood,Plywood,50.0,2,TA,CBlock,3,3,Av,3,224.0,6,530.0,98.0,852.0,GasA,2,Y,SBrkr,918,0,0,918,0.0,1.0,1,0,3,0,2,4,7,0,Attchd,1975.0,1,1.0,360.0,3,3,2,192,84,0,0,0,0,0,Mar,2007,WD,Normal
2589,85,RL,82.0,8410,Pave,IR1,Lvl,3,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,0.0,2,TA,CBlock,4,3,Av,5,924.0,1,0.0,46.0,970.0,GasA,2,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,0,2,1,2,5,7,1,Attchd,1974.0,1,2.0,528.0,3,3,2,193,0,0,0,0,0,0,Apr,2007,WD,Normal
2590,120,RL,46.0,4054,Pave,IR1,Lvl,3,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1987,1987,Gable,CompShg,VinylSd,VinylSd,352.0,3,TA,BrkTil,4,3,Av,6,949.0,1,0.0,552.0,1501.0,GasA,4,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,2,1,3,5,7,2,Attchd,1987.0,3,2.0,512.0,3,3,2,240,0,0,0,0,0,0,Oct,2007,WD,Normal
2591,20,RL,149.0,19958,Pave,Reg,Lvl,3,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,8,1958,1995,Hip,CompShg,HdBoard,HdBoard,1224.0,2,Gd,CBlock,3,3,No,1,0.0,1,0.0,585.0,585.0,GasA,3,Y,SBrkr,2279,0,0,2279,0.0,0.0,2,1,4,1,3,7,7,1,Attchd,1958.0,2,2.0,461.0,3,3,2,274,0,0,0,138,0,0,Jul,2007,WD,Normal
2592,20,RL,67.0,8368,Pave,IR1,HLS,3,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,No,1,0.0,1,0.0,1689.0,1689.0,GasA,4,Y,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,3,7,7,0,Attchd,2007.0,3,2.0,433.0,3,3,2,100,39,0,0,0,0,0,Apr,2007,New,Partial
2593,20,RL,68.0,8298,Pave,IR1,HLS,3,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,0.0,3,TA,PConc,4,3,Av,6,583.0,1,0.0,963.0,1546.0,GasA,4,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,2,1,4,6,7,1,Attchd,2207.0,2,2.0,502.0,3,3,2,132,0,0,0,0,0,0,Sep,2007,New,Partial
2594,20,RL,42.0,10331,Pave,Reg,Lvl,3,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,0.0,2,TA,CBlock,4,3,No,5,215.0,4,80.0,970.0,1265.0,GasA,3,Y,SBrkr,1240,0,0,1240,0.0,1.0,2,0,3,1,3,6,7,0,Attchd,1985.0,1,2.0,528.0,3,3,2,232,0,0,0,0,0,0,Jul,2007,WD,Normal
2595,20,RL,67.20569280343716,6718,Pave,IR1,Lvl,3,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,86.0,3,TA,PConc,5,3,Mn,6,250.0,1,0.0,1017.0,1267.0,GasA,4,Y,SBrkr,1312,0,0,1312,0.0,0.0,2,0,2,1,3,5,7,0,Attchd,2001.0,1,2.0,471.0,3,3,2,256,28,0,0,0,0,0,Jan,2007,WD,Normal
2596,20,RL,80.0,11305,Pave,Reg,Lvl,3,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,886.0,3,TA,PConc,4,3,Av,6,1329.0,1,0.0,593.0,1922.0,GasA,4,Y,SBrkr,1922,0,0,1922,1.0,0.0,2,0,2,1,3,6,7,1,Attchd,2002.0,3,3.0,692.0,3,3,2,201,64,0,0,0,0,0,Apr,2007,WD,Normal
2597,20,RL,67.20569280343716,7777,Pave,IR1,Lvl,3,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,203.0,3,TA,PConc,5,3,No,1,0.0,1,0.0,1491.0,1491.0,GasA,4,Y,SBrkr,1491,0,0,1491,0.0,0.0,2,0,3,1,2,7,7,1,Attchd,1996.0,3,2.0,571.0,3,3,2,0,35,0,0,0,0,0,Nov,2007,WD,Normal
2598,60,RL,67.20569280343716,11800,Pave,IR1,Lvl,3,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,94.0,3,TA,PConc,4,3,Gd,6,766.0,1,0.0,356.0,1122.0,GasA,4,Y,SBrkr,1146,1340,0,2486,1.0,0.0,3,1,5,1,3,10,7,1,BuiltIn,2003.0,3,2.0,452.0,3,3,2,143,32,0,0,0,0,0,Jul,2007,WD,Normal
2599,20,RL,85.0,12633,Pave,IR1,HLS,3,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,242.0,4,TA,PConc,5,3,Gd,1,0.0,1,0.0,1824.0,1824.0,GasA,4,Y,SBrkr,1824,0,0,1824,0.0,0.0,2,0,3,1,4,8,7,1,Attchd,2006.0,3,3.0,932.0,3,3,2,160,36,0,0,108,0,0,Sep,2007,New,Partial
2600,20,RL,200.0,43500,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,0.0,2,TA,CBlock,-1,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,GasA,4,Y,SBrkr,2034,0,0,2034,0.0,0.0,1,0,2,1,2,9,6,0,2Types,1953.0,2,4.0,1041.0,3,3,0,483,266,0,0,0,561,0,Jun,2007,WD,Normal
2601,120,RM,62.0,6710,Pave,IR1,Lvl,3,FR3,Gtl,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,134.0,2,TA,PConc,5,3,Av,3,16.0,6,904.0,0.0,920.0,GasA,4,Y,SBrkr,936,0,0,936,2.0,0.0,0,1,0,1,2,3,7,0,Attchd,1996.0,3,2.0,460.0,3,3,2,0,40,0,0,0,0,0,Jun,2007,WD,Normal
2602,160,RM,21.0,1504,Pave,Reg,Lvl,3,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,0.0,2,TA,CBlock,3,3,No,4,252.0,1,0.0,294.0,546.0,GasA,2,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,2,5,7,0,Attchd,1972.0,1,1.0,253.0,3,3,2,0,0,0,0,0,0,0,May,2007,WD,Normal
2603,180,RM,67.20569280343716,1533,Pave,Reg,Lvl,3,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,0.0,2,TA,CBlock,4,3,Av,6,503.0,1,0.0,27.0,530.0,GasA,2,Y,SBrkr,530,462,0,992,1.0,0.0,1,0,2,1,2,4,7,0,BuiltIn,1970.0,3,1.0,297.0,3,3,2,112,97,0,0,0,0,0,Jul,2007,WD,Normal
2604,160,RM,21.0,1495,Pave,Reg,Lvl,3,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,189.0,2,TA,CBlock,3,3,No,5,384.0,1,0.0,162.0,546.0,GasA,4,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,2,5,7,0,Attchd,2005.0,1,0.0,0.0,3,3,2,0,64,0,0,0,0,0,May,2007,WD,Normal
2605,160,RM,21.0,1890,Pave,Reg,Lvl,3,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,0.0,2,TA,CBlock,3,3,No,1,0.0,1,0.0,546.0,546.0,GasA,4,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,2,6,7,0,Attchd,1976.0,1,1.0,286.0,3,3,2,0,0,0,0,0,0,0,Apr,2007,COD,Normal
2606,85,RL,72.0,9129,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,144.0,2,TA,PConc,4,3,Av,6,923.0,1,0.0,0.0,923.0,GasA,2,Y,SBrkr,1008,0,0,1008,1.0,0.0,1,0,1,1,3,4,7,1,Attchd,1977.0,3,2.0,678.0,3,3,2,201,66,0,0,0,0,0,Jul,2007,WD,Normal
2607,80,RL,82.69041769041769,15957,Pave,IR1,Low,3,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,0.0,2,TA,PConc,4,3,Gd,6,1148.0,1,0.0,96.0,1244.0,GasA,2,Y,SBrkr,1356,0,0,1356,2.0,0.0,2,0,3,1,2,6,7,1,Attchd,1977.0,3,2.0,528.0,3,3,2,1424,0,0,0,0,0,0,Sep,2007,WD,Normal
2608,20,RL,61.0,33983,Pave,IR1,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1977,1994,Gable,CompShg,Plywood,Plywood,0.0,2,Fa,PConc,3,3,Mn,5,1112.0,1,0.0,48.0,1160.0,GasA,2,Y,SBrkr,1676,0,0,1676,1.0,0.0,1,1,3,1,3,6,4,2,Attchd,1977.0,2,2.0,672.0,3,3,1,690,90,0,0,0,0,0,May,2007,WD,Normal
2609,60,RL,68.0,8286,Pave,IR1,Lvl,3,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,2,TA,PConc,4,3,No,3,531.0,1,0.0,185.0,716.0,GasA,4,Y,SBrkr,716,716,0,1432,1.0,0.0,1,1,3,1,2,6,7,1,Attchd,1977.0,3,2.0,531.0,3,3,2,0,136,0,0,240,0,0,Jun,2007,WD,Normal
2610,85,RL,50.0,6723,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1971,1971,Gable,CompShg,Wd Sdng,HdBoard,0.0,2,TA,CBlock,4,3,Av,6,796.0,1,0.0,0.0,796.0,GasA,2,Y,SBrkr,796,0,0,796,0.0,1.0,1,0,2,1,2,5,7,0,Attchd,2005.0,1,0.0,0.0,3,3,2,129,0,0,0,0,0,0,Sep,2007,WD,Normal
2611,20,RL,124.0,27697,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,3,1961,1961,Shed,CompShg,Plywood,Plywood,198.0,2,TA,CBlock,3,3,No,4,811.0,1,0.0,585.0,1396.0,GasA,2,N,SBrkr,1608,0,0,1608,0.0,0.0,1,0,3,1,2,6,7,0,Attchd,1961.0,1,1.0,444.0,3,2,2,152,38,0,0,0,0,0,Nov,2007,COD,Abnorml
2612,20,RL,82.69041769041769,11000,Pave,IR2,Lvl,3,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,CompShg,Plywood,Plywood,0.0,2,TA,PConc,4,3,No,2,1090.0,1,0.0,0.0,1090.0,GasA,2,Y,SBrkr,1178,0,0,1178,1.0,0.0,1,1,3,1,2,6,7,0,Attchd,1976.0,1,2.0,502.0,3,3,2,0,44,0,0,88,0,0,Jun,2007,WD,Normal
2613,20,RL,65.0,11625,Pave,IR1,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,0.0,2,TA,CBlock,4,3,No,5,596.0,1,0.0,220.0,816.0,GasA,2,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,2,4,7,0,Attchd,1983.0,3,1.0,264.0,3,3,2,330,0,0,0,0,0,0,May,2007,WD,Normal
2614,20,RL,62.0,10447,Pave,Reg,Lvl,3,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,Plywood,HdBoard,0.0,2,TA,CBlock,3,3,No,5,516.0,1,0.0,348.0,864.0,GasA,2,Y,SBrkr,887,0,0,887,0.0,1.0,1,0,3,1,2,5,7,0,Attchd,1984.0,2,1.0,288.0,3,3,2,140,0,0,0,0,0,0,Dec,2007,WD,Normal
2615,20,RL,67.20569280343716,11027,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,28.0,2,TA,CBlock,3,3,No,4,468.0,3,539.0,171.0,1178.0,GasA,3,Y,SBrkr,1293,0,0,1293,1.0,0.0,2,0,2,1,2,5,7,0,Attchd,1954.0,2,2.0,452.0,3,3,2,280,0,0,0,0,0,0,May,2006,WD,Normal
2616,20,RL,85.0,10533,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1956,Hip,CompShg,VinylSd,VinylSd,244.0,2,Gd,CBlock,3,3,No,3,773.0,1,0.0,235.0,1008.0,GasA,2,Y,SBrkr,1024,0,0,1024,1.0,0.0,1,0,2,1,3,5,7,2,Attchd,1956.0,1,1.0,313.0,3,3,2,0,0,0,0,280,0,0,Aug,2006,WD,Normal
2617,20,RL,82.69041769041769,11765,Pave,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,302.0,2,TA,CBlock,3,3,Mn,3,1127.0,1,0.0,490.0,1617.0,GasA,1,Y,SBrkr,1797,0,0,1797,0.0,0.0,1,1,3,1,2,7,7,1,Attchd,1957.0,1,3.0,963.0,3,3,2,0,0,0,0,0,0,0,Jun,2006,WD,Normal
2618,20,RL,56.7752808988764,39384,Pave,IR1,Low,3,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,902.0,2,TA,CBlock,4,3,Gd,5,1110.0,1,0.0,595.0,1705.0,GasA,4,Y,SBrkr,1390,0,0,1390,1.0,0.0,1,1,1,1,4,4,6,2,Attchd,1957.0,1,2.0,550.0,3,3,2,0,189,0,0,0,0,0,Oct,2006,WD,Abnorml
2619,20,RL,90.0,11727,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,434.0,2,Gd,CBlock,3,3,Mn,1,0.0,1,0.0,1851.0,1851.0,GasA,3,Y,SBrkr,1851,0,0,1851,0.0,0.0,2,0,3,1,2,8,7,1,Attchd,1969.0,3,2.0,506.0,3,3,2,0,146,0,0,0,0,0,Mar,2006,WD,Normal
2620,60,RL,60.0,8238,Pave,IR1,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,0.0,2,TA,PConc,3,3,No,6,700.0,1,0.0,113.0,813.0,GasA,4,Y,SBrkr,813,712,0,1525,1.0,0.0,2,1,3,1,2,6,7,1,Attchd,1997.0,3,2.0,400.0,3,3,2,421,72,0,0,0,0,0,May,2006,WD,Normal
2621,60,RL,67.20569280343716,13041,Pave,IR2,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,0.0,2,TA,PConc,4,3,No,1,0.0,1,0.0,781.0,781.0,GasA,3,Y,SBrkr,781,890,0,1671,0.0,0.0,2,1,3,1,2,7,7,1,Attchd,1995.0,3,2.0,423.0,3,3,2,0,84,0,0,0,0,0,Feb,2006,WD,Normal
